0	Tool Leprechaun	2904	12042
1	Molanisk	6010	6011
2	Aberrant spectre	1506	1505
3	Aberrant spectre	1506	1505
4	Aberrant spectre	1506	1505
5	Aberrant spectre	1506	1505
6	Aberrant spectre	1506	1505
7	Aberrant spectre	1506	1505
8	Nechryael	1527	1526
9	Skylark	13236	13236
10	Death spawn	1539	1539
11	Nechryael	1527	1526
12	Hudo	2331	12042
13	Piles	808	819
14	Rometti	2331	12042
15	Gulluck	2331	12042
16	Heckel Funch	2331	12042
17	Rug Merchant	808	819
18	Rug Merchant	808	819
19	Rug Merchant	808	819
20	Rug Merchant	1144	-1
22	Rug Merchant	808	819
23	Monkey	222	219
26	Zombie	5565	5566
27	Zombie	5565	5566
28	Zombie	5565	5566
29	Zombie	5565	5566
30	Zombie	5565	5566
31	Zombie	5565	5566
32	Zombie	5565	5566
33	Zombie	5565	5566
34	Zombie	5565	5566
35	Zombie	5565	5566
36	Zombie	5565	5566
37	Zombie	5565	5566
38	Zombie	5565	5566
39	Zombie	5565	5566
40	Zombie	5565	5566
41	Zombie	5565	5566
42	Zombie	5576	5577
43	Zombie	5565	5566
44	Zombie	5572	5570
45	Zombie	5565	5566
46	Zombie	5565	5566
47	Zombie	5565	5566
48	Zombie	5565	5566
49	Zombie	5572	5570
50	Zombie	5572	5570
51	Zombie	5576	5577
52	Zombie	5572	5570
53	Zombie	5572	5570
54	Zombie	5572	5570
55	Zombie	5572	5570
56	Zombie	5565	5570
57	Zombie	5572	5570
58	Zombie	5576	5577
59	Zombie	5572	5570
60	Zombie	5572	5570
61	Zombie	5572	5570
62	Zombie	5572	5570
63	Zombie	5572	5570
64	Zombie	5572	5570
65	Zombie	5572	5570
66	Zombie	5572	5570
67	Zombie	5572	5570
68	Zombie	5572	5570
69	Summoned Zombie	5565	5566
70	Skeleton	5483	5481
71	Skeleton	5483	5479
72	Skeleton	5483	5479
73	Skeleton	5483	5481
74	Skeleton	5483	5481
75	Skeleton	5483	5479
76	Skeleton	5483	5479
77	Skeleton	5483	5481
78	Skeleton	5483	5481
79	Skeleton	5483	5481
80	Skeleton	5483	5481
81	Skeleton	5483	5479
82	Skeleton	5493	5497
83	Skeleton	5495	5497
84	Skeleton Mage	5483	5479
85	Ghost	5538	5539
86	Ghost	5530	5531
87	Ghost	5530	5531
88	Ghost	5530	5531
89	Ghost	5530	5531
90	Ghost	5530	5531
91	Ghost	5530	5531
92	Ghost	5530	5531
93	Ghost	5538	5539
94	Ghost	5530	5531
95	Ghost	5530	5531
